/Data4/student_zhihan_data/data/GC10-DET_brightness_-15/test,img_08_425637800_00890_jpg.rf.4e3226a45f7bf69e58918d8952b79b6b.jpg,0.21922563924816366,0.077724609375
/Data4/student_zhihan_data/data/GC10-DET_brightness_-15/test,img_03_424992500_00388_jpg.rf.ec28701153afa1dd22f46920ffb9297f.jpg,0.5331064874289818,0.03424072265625
/Data4/student_zhihan_data/data/GC10-DET_brightness_-15/test,img_03_425503100_00066_jpg.rf.c80d682dcb624742ec4e67f3dfc73544.jpg,0.694677238149259,0.0014990234375
/Data4/student_zhihan_data/data/GC10-DET_brightness_-15/test,img_01_425008500_00677_jpg.rf.85e0f1a63299479dd07b5c5314f7beca.jpg,0.3541661867161146,0.15229736328125
/Data4/student_zhihan_data/data/GC10-DET_brightness_-15/test,img_05_425608200_00814_jpg.rf.51da696c5976e986c5c492e99d2dd638.jpg,0.006219316883121773,0.11345703125
/Data4/student_zhihan_data/data/GC10-DET_brightness_-15/test,img_01_425005700_00442_jpg.rf.ef12f267a48c4fae4160ff0ff6c1cd07.jpg,0.1653641571213168,0.10562744140625
/Data4/student_zhihan_data/data/GC10-DET_brightness_-15/test,img_02_3436789500_00005_jpg.rf.85f310f1107d6db92898a8766345b99e.jpg,0.08694120919310337,0.0475
/Data4/student_zhihan_data/data/GC10-DET_brightness_-15/test,img_03_4401440300_00347_jpg.rf.ff9406713a4ed5507b002d4ce5f72e52.jpg,0.36936546651180796,0.00474609375
/Data4/student_zhihan_data/data/GC10-DET_brightness_-15/test,img_06_425614600_00411_jpg.rf.0ca4276f5b7c9adc24a31de9d096a32b.jpg,0.13289988805247618,0.02682373046875
/Data4/student_zhihan_data/data/GC10-DET_brightness_-15/test,img_07_4404374100_01265_jpg.rf.7c0ea7dc6275568c84f63ffd923f5c66.jpg,0.05482864464806109,0.0079638671875
/Data4/student_zhihan_data/data/GC10-DET_brightness_-15/test,img_08_425007500_01452_jpg.rf.a6354954b51ef244ccef3d9462ffe717.jpg,0.1276475394933188,0.08758544921875
/Data4/student_zhihan_data/data/GC10-DET_brightness_-15/test,img_01_425502900_00018_jpg.rf.993eb5cbb2f35e662145c2aa415d9879.jpg,0.09944839668912488,0.1303466796875
/Data4/student_zhihan_data/data/GC10-DET_brightness_-15/test,img_08_425508200_00024_jpg.rf.e7b2ff05772bc1c560893f689919a53b.jpg,0.33135446047539907,0.1091552734375
/Data4/student_zhihan_data/data/GC10-DET_brightness_-15/test,img_08_4406743300_00468_jpg.rf.3298d91af6c8c83868684ff0feb87c36.jpg,0.2685954749551276,0.158759765625
/Data4/student_zhihan_data/data/GC10-DET_brightness_-15/test,img_07_4406645900_00730_jpg.rf.68f3b77d92761bf22a8e39c9837cbacd.jpg,0.09075973600689255,0.05519287109375
/Data4/student_zhihan_data/data/GC10-DET_brightness_-15/test,img_03_4403715000_00003_jpg.rf.8fd599665109faa6025da5f5d7de01b0.jpg,0.46701496871314446,0.06294677734375
/Data4/student_zhihan_data/data/GC10-DET_brightness_-15/test,img_08_425391700_00089_jpg.rf.c8fe702a294d891b9cb8143305d79e74.jpg,0.30698419149444345,0.11461669921875
/Data4/student_zhihan_data/data/GC10-DET_brightness_-15/test,img_02_3436813700_00788_jpg.rf.33ac3428ca0da097f8ec6f666d2caf28.jpg,0.3341719515384264,0.0993603515625
/Data4/student_zhihan_data/data/GC10-DET_brightness_-15/test,img_08_425391700_00198_jpg.rf.79baed4ea8e426615cf676e94acf6292.jpg,0.10022657533337401,0.11404541015625
/Data4/student_zhihan_data/data/GC10-DET_brightness_-15/test,img_08_425637500_00653_jpg.rf.269078f5716d0f1c7eb7259f891ec266.jpg,0.0859651171308519,0.10220703125
/Data4/student_zhihan_data/data/GC10-DET_brightness_-15/test,img_05_425505500_00053_jpg.rf.bcd8bcf9d6074b0fab4f2b095510420f.jpg,0.23543949977919626,0.0437109375
/Data4/student_zhihan_data/data/GC10-DET_brightness_-15/test,img_03_425391000_00491_jpg.rf.f28eeb3c2ee29652d34f681582fdf627.jpg,0.6167838644112248,0.00011474609375
/Data4/student_zhihan_data/data/GC10-DET_brightness_-15/test,img_06_3403398500_01173_jpg.rf.3de8052bffb9ec5bcee37699641630ec.jpg,0.520097307828971,0.0010693359375
/Data4/student_zhihan_data/data/GC10-DET_brightness_-15/test,img_07_4404893900_00568_jpg.rf.791dce27a30eb631f2acb54d52681b5c.jpg,0.03402817895784892,0.01960205078125
/Data4/student_zhihan_data/data/GC10-DET_brightness_-15/test,img_06_4406562900_00002_jpg.rf.bda7ab14f0be7131f2b4d3a02af2c1df.jpg,0.03158830226736655,0.00249267578125
/Data4/student_zhihan_data/data/GC10-DET_brightness_-15/test,img_01_425005700_00406_jpg.rf.3d18020876f46e3b235c9c2b79c7c0a6.jpg,0.18226882097639333,0.10598388671875
/Data4/student_zhihan_data/data/GC10-DET_brightness_-15/test,img_06_4406645900_00001_jpg.rf.fef25d6e5e72505390955126bb6c5844.jpg,0.4757438494846777,0.0061767578125
/Data4/student_zhihan_data/data/GC10-DET_brightness_-15/test,img_03_424992300_00206_jpg.rf.db57f94ddc87cd8c8d31d86134bfe8b5.jpg,0.3144507363908279,0.0385302734375
/Data4/student_zhihan_data/data/GC10-DET_brightness_-15/test,img_03_SIS001540_00786_jpg.rf.9639d974e6cd04fcfbe0ca3a847c2c23.jpg,0.30808600813772674,0.00243408203125
/Data4/student_zhihan_data/data/GC10-DET_brightness_-15/test,img_03_425644600_00006_jpg.rf.feb60eafb5ebdef584a26d874345da58.jpg,0.06420587360278802,0.00032958984375
/Data4/student_zhihan_data/data/GC10-DET_brightness_-15/test,img_03_424992300_00514_jpg.rf.b1eee4d04fd6d8ce8f6ad7cac1a91c98.jpg,0.34024633121403197,0.03493408203125
/Data4/student_zhihan_data/data/GC10-DET_brightness_-15/test,img_01_425008500_00104_jpg.rf.32e3c393304c5bd5dd58d6f5c54b11b2.jpg,0.3926710987997096,0.16874267578125
